"","Province_State","date","total_deaths"
"1","California",2020-04-22,35.9635548726276
"2","Colorado",2020-04-22,87.8665040383862
"3","Georgia",2020-04-22,79.8687214402214
"4","Kentucky",2020-04-22,41.4085811562305
"5","North Carolina",2020-04-22,25.2667694118392
"6","Oklahoma",2020-04-22,42.9621546379794
"7","Texas",2020-04-22,19.1751373238151
"8","Wisconsin",2020-04-22,42.5938705359305
