"","Province_State","date","total_cases"
"1","California",2020-04-20,852.54631206146
"2","Colorado",2020-04-20,1689.60688595553
"3","Georgia",2020-04-20,1827.84466626224
"4","Kentucky",2020-04-20,682.682013656774
"5","North Carolina",2020-04-20,657.412736206155
"6","Oklahoma",2020-04-20,677.285731939911
"7","Texas",2020-04-20,681.165714537179
"8","Wisconsin",2020-04-20,772.70090137561
