"","Province_State","date","total_cases"
"1","California",2020-04-22,945.125259087549
"2","Colorado",2020-04-22,1891.21362743491
"3","Georgia",2020-04-22,1998.0366233878
"4","Kentucky",2020-04-22,756.098308895929
"5","North Carolina",2020-04-22,714.620516006546
"6","Oklahoma",2020-04-22,731.367503072426
"7","Texas",2020-04-22,735.311336117016
"8","Wisconsin",2020-04-22,832.126220752352
