"","Province_State","date","total_deaths"
"1","California",2020-04-20,31.0030645453687
"2","Colorado",2020-04-20,72.9326713362099
"3","Georgia",2020-04-20,72.993230089825
"4","Kentucky",2020-04-20,34.4698459354568
"5","North Carolina",2020-04-20,20.7854933274753
"6","Oklahoma",2020-04-20,36.1387536072415
"7","Texas",2020-04-20,17.4852421280112
"8","Wisconsin",2020-04-20,39.5023799325162
