"","Province_State","date","total_deaths"
"1","California",2020-05-05,60.2598340265492
"2","Colorado",2020-05-05,156.805243372851
"3","Florida",2020-05-05,68.4895247576595
"4","Georgia",2020-05-05,122.346072111849
"5","Illinois",2020-05-05,223.6458359063
"6","Iowa",2020-05-05,65.6086869704951
"7","North Dakota",2020-05-05,32.8057297175295
"8","Oklahoma",2020-05-05,62.4214835034171
"9","Texas",2020-05-05,31.9010827779297
"10","Utah",2020-05-05,17.4674777398831
