"","Province_State","date","total_cases"
"1","California",2020-05-05,1479.44093148087
"2","Colorado",2020-05-05,3015.76595975228
"3","Florida",2020-05-05,1743.1538527546
"4","Georgia",2020-05-05,2825.35602094783
"5","Illinois",2020-05-05,5199.64731193725
"6","Iowa",2020-05-05,3204.68325583901
"7","North Dakota",2020-05-05,1661.2821528957
"8","Oklahoma",2020-05-05,1042.96948347612
"9","Texas",2020-05-05,1169.54542612449
"10","Utah",2020-05-05,1699.64796793969
