"","Province_State","date","total_deaths"
"1","California",2020-04-25,42.7462661364307
"2","Colorado",2020-04-25,118.776064747542
"3","Georgia",2020-04-25,85.42562540835
"4","Illinois",2020-04-25,147.966105266165
"5","Kentucky",2020-04-25,45.8851845244717
"6","North Carolina",2020-04-25,29.0806213985319
"7","Oklahoma",2020-04-25,49.0273999986353
"8","Texas",2020-04-25,22.0031252025072
"9","Wisconsin",2020-04-25,45.6853611393448
