"","Province_State","date","total_deaths"
"1","California",2020-04-23,38.7981207739185
"2","Colorado",2020-04-23,95.8543680418759
"3","Georgia",2020-04-23,82.9768202698527
"4","Illinois",2020-04-23,133.208952367619
"5","Kentucky",2020-04-23,42.7515621667029
"6","North Carolina",2020-04-23,26.7923102065163
"7","Oklahoma",2020-04-23,45.2366216482254
"8","Texas",2020-04-23,20.8305448625617
"9","Wisconsin",2020-04-23,44.3113653156051
